idx,dist_m,x_m,y_m,elev_m,lat_deg,lon_deg,edge1_lat_deg,edge1_lon_deg,edge2_lat_deg,edge2_lon_deg
7239,21720.0000,2725.5106,2036.2712,555.270,50.35381731,6.98600934,50.35385044,6.98592813,50.35385152,6.98592549
7240,21723.0000,2723.8314,2033.7813,555.132,50.35379383,6.98598525,50.35382779,6.98590513,50.35382908,6.98590209
7241,21726.0000,2722.1116,2031.3226,555.012,50.35377072,6.98596039,50.35380542,6.98588152,50.35380697,6.98587800
7242,21729.0000,2720.3527,2028.8973,554.917,50.35374801,6.98593475,50.35378333,6.98585734,50.35378520,6.98585326
7243,21732.0000,2718.5553,2026.5043,554.836,50.35372574,6.98590831,50.35376154,6.98583261,50.35376377,6.98582788
7244,21735.0000,2716.7202,2024.1458,554.762,50.35370394,6.98588108,50.35374004,6.98580734,50.35374270,6.98580191
7245,21738.0000,2714.8431,2021.8152,554.696,50.35368255,6.98585312,50.35371885,6.98578154,50.35372198,6.98577536
7246,21741.0000,2712.9232,2019.5157,554.636,50.35366150,6.98582446,50.35369791,6.98575515,50.35370157,6.98574819
7247,21744.0000,2710.9621,2017.2462,554.582,50.35364081,6.98579514,50.35367725,6.98572816,50.35368146,6.98572042
7248,21747.0000,2708.9603,2015.0089,554.531,50.35362047,6.98576520,50.35365686,6.98570059,50.35366167,6.98569205
7249,21750.0000,2706.9195,2012.8051,554.490,50.35360048,6.98573467,50.35363676,6.98567245,50.35364221,6.98566310
7250,21753.0000,2704.8387,2010.6369,554.459,50.35358084,6.98570358,50.35361696,6.98564376,50.35362311,6.98563358
7251,21756.0000,2702.7209,2008.5032,554.444,50.35356155,6.98567198,50.35359748,6.98561451,50.35360437,6.98560348
7252,21759.0000,2700.5647,2006.4074,554.442,50.35354260,6.98563990,50.35357831,6.98558474,50.35358602,6.98557283
7253,21762.0000,2698.3728,2004.3493,554.450,50.35352406,6.98560726,50.35355948,6.98555443,50.35356807,6.98554162
7254,21765.0000,2696.1454,2002.3314,554.462,50.35350597,6.98557405,50.35354099,6.98552362,50.35355055,6.98550986
7255,21768.0000,2693.8823,2000.3535,554.473,50.35348832,6.98554030,50.35352286,6.98549231,50.35353346,6.98547758
7256,21771.0000,2691.5858,1998.4167,554.490,50.35347111,6.98550604,50.35350509,6.98546050,50.35351682,6.98544477
7257,21774.0000,2689.2558,1996.5233,554.510,50.35345435,6.98547130,50.35348769,6.98542822,50.35350066,6.98541146
7258,21777.0000,2686.8937,1994.6744,554.535,50.35343804,6.98543612,50.35347068,6.98539547,50.35348496,6.98537769
7259,21780.0000,2684.4996,1992.8712,554.569,50.35342217,6.98540052,50.35345407,6.98536227,50.35346969,6.98534355
7260,21783.0000,2682.0756,1991.1136,554.611,50.35340675,6.98536453,50.35343787,6.98532862,50.35345481,6.98530907
7261,21786.0000,2679.6209,1989.4049,554.659,50.35339172,6.98532823,50.35342208,6.98529455,50.35344044,6.98527419
7262,21789.0000,2677.1342,1987.7396,554.714,50.35337702,6.98529171,50.35340673,6.98526005,50.35342650,6.98523899
7263,21792.0000,2674.6247,1986.0988,554.776,50.35336264,6.98525514,50.35339177,6.98522510,50.35341281,6.98520341
7264,21795.0000,2672.1003,1984.4803,554.837,50.35334857,6.98521859,50.35337703,6.98518983,50.35339926,6.98516736
7265,21798.0000,2669.5623,1982.8828,554.890,50.35333469,6.98518192,50.35336249,6.98515435,50.35338591,6.98513112
7266,21801.0000,2667.0122,1981.3054,554.952,50.35332097,6.98514516,50.35334814,6.98511868,50.35337272,6.98509474
7267,21804.0000,2664.4514,1979.7458,555.016,50.35330737,6.98510834,50.35333397,6.98508284,50.35335967,6.98505822
7268,21807.0000,2661.8800,1978.2018,555.077,50.35329385,6.98507149,50.35331996,6.98504685,50.35334672,6.98502158
7269,21810.0000,2659.2992,1976.6722,555.135,50.35328041,6.98503461,50.35330609,6.98501071,50.35333386,6.98498486
7270,21813.0000,2656.7099,1975.1571,555.189,50.35326710,6.98499765,50.35329235,6.98497444,50.35332105,6.98494806
7271,21816.0000,2654.1135,1973.6530,555.239,50.35325390,6.98496063,50.35327874,6.98493805,50.35330827,6.98491120
7272,21819.0000,2651.5114,1972.1579,555.286,50.35324079,6.98492357,50.35326523,6.98490156,50.35329555,6.98487427
7273,21822.0000,2648.9043,1970.6727,555.331,50.35322775,6.98488647,50.35325180,6.98486499,50.35328288,6.98483725
7274,21825.0000,2646.2922,1969.1942,555.373,50.35321476,6.98484935,50.35323846,6.98482835,50.35327025,6.98480017
7275,21828.0000,2643.6773,1967.7202,555.413,50.35320181,6.98481224,50.35322518,6.98479164,50.35325765,6.98476301
7276,21831.0000,2641.0609,1966.2506,555.453,50.35318888,6.98477514,50.35321194,6.98475489,50.35324508,6.98472580
7277,21834.0000,2638.4424,1964.7833,555.492,50.35317595,6.98473807,50.35319874,6.98471812,50.35323253,6.98468852
7278,21837.0000,2635.8246,1963.3170,555.531,50.35316301,6.98470105,50.35318556,6.98468132,50.35321999,6.98465121
7279,21840.0000,2633.2076,1961.8485,555.571,50.35315006,6.98466407,50.35317239,6.98464453,50.35320745,6.98461386
7280,21843.0000,2630.5919,1960.3789,555.612,50.35313709,6.98462713,50.35315920,6.98460775,50.35319488,6.98457649
7281,21846.0000,2627.9798,1958.9049,555.653,50.35312413,6.98459022,50.35314600,6.98457099,50.35318229,6.98453909
7282,21849.0000,2625.3677,1957.4298,555.692,50.35311115,6.98455333,50.35313276,6.98453428,50.35316968,6.98450171
7283,21852.0000,2622.7549,1955.9546,555.731,50.35309816,6.98451639,50.35311951,6.98449757,50.35315710,6.98446443
7284,21855.0000,2620.1428,1954.4795,555.767,50.35308516,6.98447945,50.35310626,6.98446085,50.35314450,6.98442714
7285,21858.0000,2617.5299,1953.0054,555.802,50.35307216,6.98444251,50.35309301,6.98442414,50.35313190,6.98438987
7286,21861.0000,2614.9171,1951.5303,555.833,50.35305917,6.98440557,50.35307977,6.98438742,50.35311929,6.98435259
7287,21864.0000,2612.3043,1950.0562,555.862,50.35304618,6.98436862,50.35306652,6.98435070,50.35310669,6.98431531
7288,21867.0000,2609.6915,1948.5821,555.887,50.35303316,6.98433171,50.35305328,6.98431398,50.35309409,6.98427803
7289,21870.0000,2607.0786,1947.1069,555.899,50.35302012,6.98429481,50.35304004,6.98427726,50.35308150,6.98424074
7290,21873.0000,2604.4658,1945.6328,555.913,50.35300707,6.98425792,50.35302679,6.98424054,50.35306891,6.98420344
7291,21876.0000,2601.8530,1944.1587,555.927,50.35299401,6.98422103,50.35301355,6.98420382,50.35305632,6.98416614
7292,21879.0000,2599.2401,1942.6834,555.941,50.35298096,6.98418415,50.35300031,6.98416710,50.35304373,6.98412884
7293,21882.0000,2596.6280,1941.2093,555.953,50.35296793,6.98414724,50.35298706,6.98413038,50.35303114,6.98409154
7294,21885.0000,2594.0151,1939.7341,555.962,50.35295492,6.98411032,50.35297382,6.98409367,50.35301854,6.98405425
7295,21888.0000,2591.4030,1938.2588,555.967,50.35294194,6.98407337,50.35296057,6.98405695,50.35300593,6.98401696
7296,21891.0000,2588.7909,1936.7825,555.967,50.35292901,6.98403638,50.35294732,6.98402024,50.35299331,6.98397968
7297,21894.0000,2586.1787,1935.3061,555.962,50.35291613,6.98399935,50.35293406,6.98398353,50.35298070,6.98394239
7298,21897.0000,2583.5673,1933.8297,555.958,50.35290327,6.98396230,50.35292080,6.98394682,50.35296811,6.98390509
7299,21900.0000,2580.9559,1932.3533,555.955,50.35289041,6.98392524,50.35290754,6.98391012,50.35295554,6.98386775
7300,21903.0000,2578.3451,1930.8758,555.952,50.35287756,6.98388819,50.35289428,6.98387342,50.35294303,6.98383036
7301,21906.0000,2575.7337,1929.3972,555.948,50.35286469,6.98385115,50.35288101,6.98383673,50.35293057,6.98379293
7302,21909.0000,2573.1237,1927.9185,555.940,50.35285179,6.98381412,50.35286773,6.98380003,50.35291819,6.98375543
7303,21912.0000,2570.5130,1926.4399,555.928,50.35283887,6.98377713,50.35285445,6.98376335,50.35290589,6.98371785
7304,21915.0000,2567.9037,1924.9601,555.913,50.35282589,6.98374018,50.35284117,6.98372666,50.35289364,6.98368023
7305,21918.0000,2565.2936,1923.4793,555.897,50.35281287,6.98370328,50.35282788,6.98368999,50.35288140,6.98364260
7306,21921.0000,2562.6850,1921.9984,555.880,50.35279977,6.98366643,50.35281458,6.98365331,50.35286914,6.98360498
7307,21924.0000,2560.0757,1920.5164,555.864,50.35278660,6.98362965,50.35280128,6.98361665,50.35285686,6.98356737
7308,21927.0000,2557.4678,1919.0333,555.849,50.35277335,6.98359296,50.35278797,6.98357998,50.35284454,6.98352980
7309,21930.0000,2554.8600,1917.5491,555.826,50.35276002,6.98355632,50.35277465,6.98354333,50.35283215,6.98349228
7310,21933.0000,2552.2535,1916.0648,555.799,50.35274662,6.98351975,50.35276132,6.98350668,50.35281968,6.98345482
7311,21936.0000,2549.6470,1914.5784,555.773,50.35273315,6.98348325,50.35274799,6.98347005,50.35280711,6.98341746
7312,21939.0000,2547.0412,1913.0908,555.737,50.35271962,6.98344679,50.35273464,6.98343342,50.35279443,6.98338018
7313,21942.0000,2544.4369,1911.6021,555.712,50.35270603,6.98341040,50.35272128,6.98339680,50.35278165,6.98334298
7314,21945.0000,2541.8326,1910.1123,555.690,50.35269239,6.98337405,50.35270791,6.98336020,50.35276879,6.98330585
7315,21948.0000,2539.2289,1908.6214,555.662,50.35267869,6.98333775,50.35269453,6.98332360,50.35275584,6.98326880
7316,21951.0000,2536.6267,1907.1282,555.632,50.35266495,6.98330150,50.35268114,6.98328701,50.35274281,6.98323182
7317,21954.0000,2534.0252,1905.6329,555.599,50.35265117,6.98326528,50.35266773,6.98325044,50.35272969,6.98319491
7318,21957.0000,2531.4252,1904.1364,555.565,50.35263736,6.98322910,50.35265430,6.98321388,50.35271649,6.98315806
7319,21960.0000,2528.8258,1902.6387,555.522,50.35262350,6.98319295,50.35264086,6.98317734,50.35270322,6.98312128
7320,21963.0000,2526.2271,1901.1378,555.487,50.35260959,6.98315685,50.35262741,6.98314081,50.35268987,6.98308456
7321,21966.0000,2523.6306,1899.6359,555.486,50.35259565,6.98312079,50.35261393,6.98310429,50.35267641,6.98304794
7322,21969.0000,2521.0341,1898.1317,555.476,50.35258168,6.98308475,50.35260044,6.98306780,50.35266283,6.98301142
7323,21972.0000,2518.4390,1896.6274,555.444,50.35256770,6.98304872,50.35258693,6.98303131,50.35264915,6.98297501
7324,21975.0000,2515.8439,1895.1210,555.419,50.35255371,6.98301268,50.35257342,6.98299484,50.35263539,6.98293871
7325,21978.0000,2513.2496,1893.6134,555.406,50.35253973,6.98297664,50.35255989,6.98295837,50.35262154,6.98290249
7326,21981.0000,2510.6566,1892.1059,555.381,50.35252577,6.98294059,50.35254635,6.98292191,50.35260763,6.98286632
7327,21984.0000,2508.0629,1890.5971,555.347,50.35251184,6.98290450,50.35253281,6.98288547,50.35259366,6.98283021
7328,21987.0000,2505.4707,1889.0863,555.332,50.35249796,6.98286838,50.35251926,6.98284902,50.35257964,6.98279413
7329,21990.0000,2502.8792,1887.5754,555.330,50.35248412,6.98283222,50.35250569,6.98281259,50.35256561,6.98275808
7330,21993.0000,2500.2876,1886.0623,555.314,50.35247035,6.98279599,50.35249212,6.98277617,50.35255159,6.98272199
7331,21996.0000,2497.6975,1884.5492,555.284,50.35245662,6.98275973,50.35247853,6.98273975,50.35253761,6.98268589
7332,21999.0000,2495.1081,1883.0338,555.256,50.35244290,6.98272347,50.35246494,6.98270335,50.35252365,6.98264975
7333,22002.0000,2492.5194,1881.5174,555.228,50.35242919,6.98268719,50.35245133,6.98266696,50.35250971,6.98261360
7334,22005.0000,2489.9314,1879.9987,555.203,50.35241548,6.98265092,50.35243771,6.98263058,50.35249578,6.98257744
7335,22008.0000,2487.3441,1878.4800,555.180,50.35240178,6.98261464,50.35242407,6.98259421,50.35248185,6.98254126
7336,22011.0000,2484.7583,1876.9580,555.158,50.35238807,6.98257836,50.35241043,6.98255785,50.35246793,6.98250509
7337,22014.0000,2482.1732,1875.4360,555.136,50.35237436,6.98254209,50.35239676,6.98252151,50.35245400,6.98246893
7338,22017.0000,2479.5887,1873.9118,555.114,50.35236065,6.98250583,50.35238309,6.98248518,50.35244006,6.98243276
7339,22020.0000,2477.0057,1872.3864,555.093,50.35234692,6.98246957,50.35236940,6.98244886,50.35242613,6.98239659
7340,22023.0000,2474.4234,1870.8589,555.072,50.35233318,6.98243333,50.35235570,6.98241256,50.35241221,6.98236040
7341,22026.0000,2471.8419,1869.3291,555.052,50.35231943,6.98239711,50.35234198,6.98237627,50.35239829,6.98232422
7342,22029.0000,2469.2617,1867.7982,555.031,50.35230566,6.98236090,50.35232824,6.98233999,50.35238437,6.98228803
7343,22032.0000,2466.6830,1866.2651,555.011,50.35229189,6.98232469,50.35231449,6.98230373,50.35237044,6.98225185
7344,22035.0000,2464.1049,1864.7309,554.991,50.35227814,6.98228847,50.35230072,6.98226749,50.35235650,6.98221568
7345,22038.0000,2461.5269,1863.1956,554.972,50.35226438,6.98225222,50.35228694,6.98223126,50.35234257,6.98217956
7346,22041.0000,2458.9496,1861.6602,554.952,50.35225064,6.98221596,50.35227315,6.98219503,50.35232862,6.98214347
7347,22044.0000,2456.3716,1860.1249,554.934,50.35223689,6.98217970,50.35225936,6.98215881,50.35231463,6.98210741
7348,22047.0000,2453.7943,1858.5896,554.917,50.35222315,6.98214343,50.35224557,6.98212258,50.35230062,6.98207139
7349,22050.0000,2451.2169,1857.0531,554.887,50.35220941,6.98210716,50.35223178,6.98208636,50.35228656,6.98203540
7350,22053.0000,2448.6396,1855.5177,554.859,50.35219567,6.98207090,50.35221798,6.98205014,50.35227248,6.98199944
7351,22056.0000,2446.0623,1853.9813,554.830,50.35218192,6.98203464,50.35220419,6.98201392,50.35225838,6.98196350
7352,22059.0000,2443.4850,1852.4459,554.802,50.35216817,6.98199838,50.35219039,6.98197770,50.35224426,6.98192758
7353,22062.0000,2440.9076,1850.9095,554.774,50.35215440,6.98196214,50.35217660,6.98194148,50.35223014,6.98189166
7354,22065.0000,2438.3303,1849.3730,554.745,50.35214062,6.98192590,50.35216280,6.98190526,50.35221601,6.98185575
7355,22068.0000,2435.7530,1847.8376,554.715,50.35212683,6.98188968,50.35214900,6.98186904,50.35220188,6.98181985
7356,22071.0000,2433.1756,1846.3012,554.685,50.35211301,6.98185348,50.35213521,6.98183282,50.35218776,6.98178393
7357,22074.0000,2430.5983,1844.7658,554.654,50.35209918,6.98181729,50.35212141,6.98179660,50.35217364,6.98174802
7358,22077.0000,2428.0210,1843.2305,554.621,50.35208532,6.98178112,50.35210762,6.98176038,50.35215953,6.98171210
7359,22080.0000,2425.4436,1841.6951,554.587,50.35207145,6.98174497,50.35209383,6.98172416,50.35214545,6.98167616
7360,22083.0000,2422.8656,1840.1597,554.551,50.35205757,6.98170883,50.35208004,6.98168794,50.35213139,6.98164020
7361,22086.0000,2420.2875,1838.6255,554.514,50.35204366,6.98167271,50.35206625,6.98165171,50.35211737,6.98160420
7362,22089.0000,2417.7095,1837.0912,554.474,50.35202974,6.98163660,50.35205247,6.98161548,50.35210339,6.98156816
7363,22092.0000,2415.1307,1835.5569,554.432,50.35201581,6.98160050,50.35203869,6.98157925,50.35208947,6.98153207
7364,22095.0000,2412.5519,1834.0237,554.388,50.35200186,6.98156441,50.35202491,6.98154301,50.35207561,6.98149593
7365,22098.0000,2409.9724,1832.4906,554.343,50.35198790,6.98152834,50.35201114,6.98150677,50.35206180,6.98145974
7366,22101.0000,2407.3936,1830.9574,554.295,50.35197393,6.98149227,50.35199737,6.98147052,50.35204802,6.98142353
7367,22104.0000,2404.8134,1829.4264,554.246,50.35195997,6.98145619,50.35198360,6.98143428,50.35203425,6.98138732
7368,22107.0000,2402.2332,1827.8955,554.196,50.35194602,6.98142009,50.35196985,6.98139802,50.35202048,6.98135111
7369,22110.0000,2399.6516,1826.3656,554.144,50.35193209,6.98138398,50.35195610,6.98136176,50.35200672,6.98131490
7370,22113.0000,2397.0707,1824.8368,554.090,50.35191817,6.98134786,50.35194236,6.98132548,50.35199295,6.98127869
7371,22116.0000,2394.4883,1823.3081,554.035,50.35190426,6.98131173,50.35192863,6.98128921,50.35197917,6.98124250
7372,22119.0000,2391.9060,1821.7816,553.979,50.35189036,6.98127559,50.35191490,6.98125292,50.35196536,6.98120632
7373,22122.0000,2389.3229,1820.2550,553.921,50.35187646,6.98123945,50.35190119,6.98121663,50.35195153,6.98117016
7374,22125.0000,2386.7398,1818.7285,553.862,50.35186257,6.98120330,50.35188748,6.98118033,50.35193768,6.98113402
7375,22128.0000,2384.1560,1817.2031,553.803,50.35184868,6.98116716,50.35187377,6.98114403,50.35192382,6.98109789
7376,22131.0000,2381.5723,1815.6787,553.742,50.35183479,6.98113101,50.35186007,6.98110772,50.35190995,6.98106177
7377,22134.0000,2378.9878,1814.1544,553.680,50.35182090,6.98109487,50.35184638,6.98107141,50.35189608,6.98102564
7378,22137.0000,2376.4033,1812.6312,553.617,50.35180701,6.98105873,50.35183269,6.98103509,50.35188222,6.98098950
7379,22140.0000,2373.8180,1811.1080,553.553,50.35179313,6.98102257,50.35181901,6.98099877,50.35186836,6.98095336
7380,22143.0000,2371.2328,1809.5848,553.489,50.35177928,6.98098640,50.35180533,6.98096244,50.35185452,6.98091719
7381,22146.0000,2368.6469,1808.0627,553.424,50.35176543,6.98095021,50.35179165,6.98092611,50.35184070,6.98088101
7382,22149.0000,2366.0610,1806.5406,553.358,50.35175161,6.98091401,50.35177798,6.98088977,50.35182690,6.98084481
7383,22152.0000,2363.4757,1805.0196,553.292,50.35173779,6.98087780,50.35176431,6.98085343,50.35181313,6.98080859
7384,22155.0000,2360.8891,1803.4975,553.225,50.35172399,6.98084158,50.35175065,6.98081710,50.35179937,6.98077235
7385,22158.0000,2358.3032,1801.9765,553.158,50.35171019,6.98080536,50.35173698,6.98078075,50.35178561,6.98073610
7386,22161.0000,2355.7165,1800.4555,553.091,50.35169639,6.98076914,50.35172332,6.98074441,50.35177185,6.98069986
7387,22164.0000,2353.1306,1798.9356,553.023,50.35168259,6.98073291,50.35170966,6.98070806,50.35175809,6.98066361
7388,22167.0000,2350.5439,1797.4146,552.955,50.35166880,6.98069669,50.35169601,6.98067172,50.35174432,6.98062738
7389,22170.0000,2347.9580,1795.8925,552.887,50.35165500,6.98066047,50.35168235,6.98063537,50.35173053,6.98059115
7390,22173.0000,2345.3735,1794.3682,552.819,50.35164121,6.98062430,50.35166868,6.98059903,50.35171670,6.98055487
7391,22176.0000,2342.7911,1792.8416,552.750,50.35162740,6.98058815,50.35165499,6.98056271,50.35170284,6.98051861
7392,22179.0000,2340.2094,1791.3129,552.682,50.35161357,6.98055202,50.35164128,6.98052642,50.35168896,6.98048238
7393,22182.0000,2337.6291,1789.7819,552.614,50.35159972,6.98051590,50.35162755,6.98049014,50.35167506,6.98044617
7394,22185.0000,2335.0503,1788.2487,552.546,50.35158585,6.98047980,50.35161380,6.98045388,50.35166114,6.98040997
7395,22188.0000,2332.4722,1786.7132,552.478,50.35157196,6.98044371,50.35160003,6.98041764,50.35164722,6.98037379
7396,22191.0000,2329.8955,1785.1755,552.411,50.35155806,6.98040763,50.35158624,6.98038141,50.35163330,6.98033762
7397,22194.0000,2327.3202,1783.6368,552.344,50.35154414,6.98037157,50.35157243,6.98034520,50.35161937,6.98030146
7398,22197.0000,2324.7457,1782.0969,552.276,50.35153021,6.98033552,50.35155861,6.98030901,50.35160544,6.98026530
7399,22200.0000,2322.1718,1780.5548,552.208,50.35151626,6.98029948,50.35154478,6.98027283,50.35159151,6.98022914
7400,22203.0000,2319.5987,1779.0104,552.138,50.35150230,6.98026345,50.35153093,6.98023666,50.35157759,6.98019298
7401,22206.0000,2317.0263,1777.4661,552.069,50.35148833,6.98022743,50.35151706,6.98020050,50.35156367,6.98015683
7402,22209.0000,2314.4553,1775.9207,551.998,50.35147434,6.98019141,50.35150319,6.98016435,50.35154976,6.98012067
7403,22212.0000,2311.8843,1774.3730,551.928,50.35146035,6.98015541,50.35148931,6.98012822,50.35153584,6.98008452
7404,22215.0000,2309.3140,1772.8253,551.858,50.35144635,6.98011941,50.35147541,6.98009209,50.35152192,6.98004837
7405,22218.0000,2306.7444,1771.2765,551.788,50.35143234,6.98008341,50.35146151,6.98005597,50.35150800,6.98001224
7406,22221.0000,2304.1748,1769.7266,551.719,50.35141833,6.98004740,50.35144760,6.98001986,50.35149408,6.97997611
7407,22224.0000,2301.6059,1768.1768,551.650,50.35140433,6.98001140,50.35143368,6.97998375,50.35148015,6.97993999
7408,22227.0000,2299.0378,1766.6258,551.582,50.35139033,6.97997538,50.35141976,6.97994765,50.35146622,6.97990386
7409,22230.0000,2296.4696,1765.0748,551.515,50.35137635,6.97993935,50.35140583,6.97991156,50.35145230,6.97986775
7410,22233.0000,2293.9014,1763.5227,551.452,50.35136237,6.97990330,50.35139190,6.97987547,50.35143838,6.97983163
7411,22236.0000,2291.3333,1761.9717,551.392,50.35134842,6.97986724,50.35137796,6.97983938,50.35142446,6.97979552
7412,22239.0000,2288.7651,1760.4197,551.334,50.35133449,6.97983116,50.35136403,6.97980329,50.35141054,6.97975941
7413,22242.0000,2286.1984,1758.8654,551.278,50.35132058,6.97979507,50.35135009,6.97976720,50.35139662,6.97972325
7414,22245.0000,2283.6330,1757.3100,551.223,50.35130671,6.97975896,50.35133613,6.97973113,50.35138271,6.97968709
7415,22248.0000,2281.0684,1755.7535,551.168,50.35129284,6.97972285,50.35132216,6.97969508,50.35136879,6.97965092
7416,22251.0000,2278.5038,1754.1959,551.111,50.35127897,6.97968672,50.35130818,6.97965904,50.35135488,6.97961476
7417,22254.0000,2275.9406,1752.6360,551.053,50.35126511,6.97965059,50.35129419,6.97962300,50.35134097,6.97957860
7418,22257.0000,2273.3775,1751.0762,550.992,50.35125126,6.97961446,50.35128018,6.97958698,50.35132706,6.97954244
7419,22260.0000,2270.8157,1749.5152,550.934,50.35123740,6.97957832,50.35126617,6.97955096,50.35131316,6.97950628
7420,22263.0000,2268.2539,1747.9531,550.878,50.35122354,6.97954218,50.35125215,6.97951496,50.35129925,6.97947014
7421,22266.0000,2265.6929,1746.3900,550.824,50.35120969,6.97950603,50.35123812,6.97947896,50.35128531,6.97943402
7422,22269.0000,2263.1318,1744.8268,550.773,50.35119582,6.97946989,50.35122408,6.97944297,50.35127135,6.97939792
7423,22272.0000,2260.5708,1743.2626,550.723,50.35118196,6.97943375,50.35121004,6.97940698,50.35125737,6.97936186
7424,22275.0000,2258.0104,1741.6983,550.675,50.35116808,6.97939761,50.35119599,6.97937099,50.35124336,6.97932582
7425,22278.0000,2255.4508,1740.1341,550.628,50.35115420,6.97936148,50.35118194,6.97933501,50.35122935,6.97928978
7426,22281.0000,2252.8904,1738.5699,550.584,50.35114031,6.97932535,50.35116789,6.97929904,50.35121534,6.97925376
7427,22284.0000,2250.3308,1737.0045,550.541,50.35112643,6.97928922,50.35115384,6.97926306,50.35120133,6.97921773
7428,22287.0000,2247.7705,1735.4403,550.501,50.35111254,6.97925309,50.35113978,6.97922709,50.35118734,6.97918170
7429,22290.0000,2245.2101,1733.8750,550.463,50.35109865,6.97921695,50.35112573,6.97919111,50.35117336,6.97914566
7430,22293.0000,2242.6505,1732.3108,550.427,50.35108477,6.97918080,50.35111167,6.97915513,50.35115941,6.97910959
7431,22296.0000,2240.0894,1730.7477,550.393,50.35107090,6.97914465,50.35109762,6.97911916,50.35114549,6.97907350
7432,22299.0000,2237.5291,1729.1835,550.361,50.35105702,6.97910849,50.35108358,6.97908317,50.35113159,6.97903739
7433,22302.0000,2234.9680,1727.6205,550.331,50.35104316,6.97907233,50.35106953,6.97904719,50.35111772,6.97900126
7434,22305.0000,2232.4062,1726.0585,550.303,50.35102930,6.97903615,50.35105549,6.97901120,50.35110387,6.97896512
7435,22308.0000,2229.8444,1724.4977,550.276,50.35101545,6.97899996,50.35104146,6.97897520,50.35109005,6.97892895
7436,22311.0000,2227.2820,1722.9358,550.252,50.35100161,6.97896377,50.35102744,6.97893920,50.35107623,6.97889278
7437,22314.0000,2224.7202,1721.3739,550.229,50.35098778,6.97892758,50.35101341,6.97890319,50.35106242,6.97885656
7438,22317.0000,2222.1584,1719.8119,550.208,50.35097397,6.97889138,50.35099938,6.97886719,50.35104862,6.97882032
7439,22320.0000,2219.5973,1718.2500,550.189,50.35096017,6.97885518,50.35098535,6.97883119,50.35103482,6.97878408
7440,22323.0000,2217.0363,1716.6859,550.172,50.35094638,6.97881896,50.35097132,6.97879520,50.35102102,6.97874784
7441,22326.0000,2214.4759,1715.1229,550.156,50.35093261,6.97878273,50.35095727,6.97875921,50.35100722,6.97871160
7442,22329.0000,2211.9155,1713.5588,550.141,50.35091884,6.97874649,50.35094323,6.97872323,50.35099341,6.97867537
7443,22332.0000,2209.3559,1711.9936,550.129,50.35090508,6.97871025,50.35092918,6.97868725,50.35097959,6.97863914
7444,22335.0000,2206.7962,1710.4284,550.117,50.35089132,6.97867400,50.35091512,6.97865128,50.35096576,6.97860293
7445,22338.0000,2204.2373,1708.8621,550.108,50.35087758,6.97863774,50.35090106,6.97861531,50.35095191,6.97856673
7446,22341.0000,2201.6784,1707.2947,550.099,50.35086384,6.97860148,50.35088699,6.97857935,50.35093804,6.97853055
7447,22344.0000,2199.1201,1705.7273,550.092,50.35085010,6.97856521,50.35087291,6.97854339,50.35092415,6.97849438
7448,22347.0000,2196.5626,1704.1587,550.087,50.35083637,6.97852895,50.35085883,6.97850744,50.35091024,6.97845824
7449,22350.0000,2194.0058,1702.5902,550.082,50.35082263,6.97849268,50.35084474,6.97847150,50.35089630,6.97842212
7450,22353.0000,2191.4490,1701.0206,550.079,50.35080890,6.97845641,50.35083065,6.97843557,50.35088236,6.97838600
7451,22356.0000,2188.8929,1699.4499,550.077,50.35079516,6.97842015,50.35081655,6.97839964,50.35086842,6.97834988
7452,22359.0000,2186.3368,1697.8781,550.077,50.35078141,6.97838389,50.35080244,6.97836372,50.35085449,6.97831375
7453,22362.0000,2183.7814,1696.3051,550.077,50.35076765,6.97834765,50.35078832,6.97832780,50.35084056,6.97827761
7454,22365.0000,2181.2275,1694.7322,550.079,50.35075387,6.97831143,50.35077419,6.97829189,50.35082663,6.97824147
7455,22368.0000,2178.6735,1693.1570,550.081,50.35074007,6.97827523,50.35076006,6.97825600,50.35081271,6.97820533
7456,22371.0000,2176.1203,1691.5819,550.085,50.35072624,6.97823905,50.35074591,6.97822011,50.35079879,6.97816918
7457,22374.0000,2173.5670,1690.0056,550.090,50.35071238,6.97820291,50.35073176,6.97818423,50.35078487,6.97813303
7458,22377.0000,2171.0152,1688.4272,550.095,50.35069849,6.97816679,50.35071760,6.97814835,50.35077095,6.97809687
7459,22380.0000,2168.4641,1686.8487,550.102,50.35068456,6.97813071,50.35070342,6.97811249,50.35075703,6.97806072
7460,22383.0000,2165.9122,1685.2713,550.109,50.35067058,6.97809467,50.35068924,6.97807664,50.35074309,6.97802460
7461,22386.0000,2163.3597,1683.6940,550.117,50.35065656,6.97805864,50.35067507,6.97804078,50.35072915,6.97798858
7462,22389.0000,2160.8064,1682.1189,550.126,50.35064249,6.97802266,50.35066090,6.97800491,50.35071519,6.97795257
7463,22392.0000,2158.2525,1680.5449,550.136,50.35062840,6.97798670,50.35064675,6.97796903,50.35070122,6.97791658
7464,22395.0000,2155.6971,1678.9720,550.147,50.35061429,6.97795075,50.35063261,6.97793314,50.35068724,6.97788059
7465,22398.0000,2153.1417,1677.4002,550.158,50.35060017,6.97791482,50.35061848,6.97789723,50.35067327,6.97784460
7466,22401.0000,2150.5848,1675.8296,550.169,50.35058603,6.97787891,50.35060436,6.97786132,50.35065931,6.97780859
